"iteration","pruning_methods: -1 - _step","pruning_methods: -1 - _step__MIN","pruning_methods: -1 - _step__MAX","pruning_methods: -1 - val_acc","pruning_methods: -1 - val_acc__MIN","pruning_methods: -1 - val_acc__MAX","pruning_methods: 5 - _step","pruning_methods: 5 - _step__MIN","pruning_methods: 5 - _step__MAX","pruning_methods: 5 - val_acc","pruning_methods: 5 - val_acc__MIN","pruning_methods: 5 - val_acc__MAX","pruning_methods: 4 - _step","pruning_methods: 4 - _step__MIN","pruning_methods: 4 - _step__MAX","pruning_methods: 4 - val_acc","pruning_methods: 4 - val_acc__MIN","pruning_methods: 4 - val_acc__MAX"
"66440","1661","1661","1661","41.5625","38.61","43.24","1661","1661","1661","49.985","49.6","50.44","1661","1661","1661","24.56","24.38","24.85"
"66444","339","339","339","71.4975","71.19","71.98","339","339","339","73.4775","72.88","73.74","339","339","339","71.9525","71.43","72.29"
"66470","170","170","170","78.14750000000001","77.84","78.48","","","","","","","","","","","",""
"66480","1662","1662","1662","41.9675","38.75","43.61","1662","1662","1662","49.790000000000006","49.21","50.22","1662","1662","1662","24.505000000000003","24.1","25.04"
"66520","1663","1663","1663","42.34","39.18","43.73","1663","1663","1663","49.685","49.32","50.1","1663","1663","1663","24.472499999999997","24.07","25.2"
"66552","564","564","564","64.895","64.55","65.35","564","564","564","67.52","67.02","68.05","564","564","564","61.2075","61","61.65"
"66560","1664","1664","1664","41.940000000000005","39.21","43.47","1664","1664","1664","50.05","49.66","50.77","1664","1664","1664","24.2175","22.98","25.07"
"66582","243","243","243","75.255","74.85","75.76","243","243","243","76.6625","75.97","77.04","243","243","243","76.815","76.27","77.14"
"66600","1665","1665","1665","41.7375","38.87","43.22","1665","1665","1665","49.8525","49.27","50.43","1665","1665","1665","24.4275","23.77","25.46"
"66640","1003","340","1666","56.74","38.76","71.78","1003","340","1666","61.5625","49.01","73.84","1003","340","1666","48.227500000000006","23.72","72.69"
"66670","565","565","565","65.17999999999999","65.13","65.21","565","565","565","67.6575","67.38","68.05","565","565","565","61.465","60.96","62.13"
"66680","1667","1667","1667","41.9275","39.5","43.49","1667","1667","1667","49.88","49.02","50.75","1667","1667","1667","24.395","23.6","25.08"
"66720","1668","1668","1668","42.1775","39.65","43.93","1668","1668","1668","49.935","48.99","50.5","1668","1668","1668","24.642500000000002","24.08","25.3"
"66760","1669","1669","1669","42.2825","39.94","43.61","1669","1669","1669","49.839999999999996","49.43","50.47","1669","1669","1669","24.582500000000003","23.8","25.32"
"66788","566","566","566","65.2225","65.11","65.39","566","566","566","67.745","67.41","68.08","566","566","566","61.3075","60.54","61.96"
"66800","1670","1670","1670","42.135000000000005","39.86","43.45","1670","1670","1670","49.6825","49.51","49.93","1670","1670","1670","24.487499999999997","24.01","25.11"
"66836","341","341","341","71.5625","71.1","71.9","341","341","341","73.6325","73.05","73.98","341","341","341","72.0525","71.5","72.52"
"66840","1671","1671","1671","42.0475","39.63","43.37","1671","1671","1671","49.67","49.3","50.24","1671","1671","1671","24.747500000000002","24.42","25.23"
"66856","244","244","244","75.2875","74.96","75.75","244","244","244","76.775","76.26","77.18","244","244","244","76.91","76.65","77.1"
"66861","171","171","171","78.37","78.12","78.58","","","","","","","","","","","",""
"66880","1672","1672","1672","41.95249999999999","39.23","43.97","1672","1672","1672","50.0525","49.45","50.38","1672","1672","1672","24.807499999999997","24.21","25.43"
"66906","567","567","567","64.89","64.77","65.05","567","567","567","67.67999999999999","67.46","68.18","567","567","567","61.214999999999996","60.9","61.79"
"66920","1673","1673","1673","41.95","38.57","43.87","1673","1673","1673","50.06250000000001","49.78","50.34","1673","1673","1673","25.065","24.56","25.61"
"66960","1674","1674","1674","41.88250000000001","39.39","43.24","1674","1674","1674","49.79750000000001","48.96","50.4","1674","1674","1674","24.665","23.96","25.21"
"67000","1675","1675","1675","41.645","39.69","42.71","1675","1675","1675","49.86","48.96","51.08","1675","1675","1675","24.2925","23.33","24.91"
"67024","568","568","568","65.01749999999998","64.83","65.28","568","568","568","67.8125","67.6","68.24","568","568","568","61.510000000000005","60.92","62.18"
"67032","342","342","342","71.625","71.13","72.12","342","342","342","73.5175","72.96","73.93","342","342","342","72.095","71.45","72.65"
"67040","1676","1676","1676","41.8775","39.82","42.88","1676","1676","1676","50.075","49.71","50.55","1676","1676","1676","24.822499999999998","24.11","25.64"
"67080","1677","1677","1677","41.989999999999995","40.11","43.09","1677","1677","1677","50.224999999999994","49.67","50.64","1677","1677","1677","24.695","24.08","25.36"
"67120","1678","1678","1678","42.06249999999999","39.73","42.98","1678","1678","1678","50.1825","49.89","50.65","1678","1678","1678","24.2925","23.23","25.39"
"67130","245","245","245","75.305","75.11","75.65","245","245","245","76.615","76.02","77.14","245","245","245","77.05499999999999","76.77","77.46"
"67142","569","569","569","65.135","64.9","65.39","569","569","569","67.72","67.3","68.2","569","569","569","61.34","60.72","62.2"
"67160","1679","1679","1679","42.32","39.74","43.55","1679","1679","1679","50.1875","49.97","50.39","1679","1679","1679","24.5825","23.53","25.39"
"67200","1680","1680","1680","42.230000000000004","40.24","43.12","1680","1680","1680","50.13","49.8","50.34","1680","1680","1680","24.4725","23.32","25.26"
"67228","343","343","343","71.665","71.36","72.06","343","343","343","73.715","73.04","74.3","343","343","343","72","71.5","72.37"
"67240","1681","1681","1681","42","39.33","43.29","1681","1681","1681","50.114999999999995","49.72","50.69","1681","1681","1681","24.6325","23.95","25.54"
"67252","172","172","172","78.19749999999999","78.07","78.47","","","","","","","","","","","",""
"67260","570","570","570","64.9225","64.69","65.25","570","570","570","67.6475","67.14","68.33","570","570","570","61.225","60.79","61.95"
"67280","1682","1682","1682","42.21","39.18","43.71","1682","1682","1682","50.1475","49.69","50.54","1682","1682","1682","24.465","23.52","25.2"
"67320","1683","1683","1683","42.0175","39.55","43.58","1683","1683","1683","49.99250000000001","49.64","50.25","1683","1683","1683","24.1525","22.95","25.34"
"67360","1684","1684","1684","42.12","39.72","43.57","1684","1684","1684","50.0425","49.48","50.47","1684","1684","1684","24.477500000000003","23.92","25.32"
"67378","571","571","571","65.07","64.68","65.27","571","571","571","67.69","67.46","67.94","571","571","571","61.3425","60.98","62.11"
"67400","1685","1685","1685","42.245","39.98","43.59","1685","1685","1685","50.2525","49.6","50.81","1685","1685","1685","24.580000000000002","24.06","25.09"
"67404","246","246","246","75.2725","75.04","75.63","246","246","246","76.815","76.32","77.2","246","246","246","77.05499999999999","76.96","77.27"
"67424","344","344","344","71.545","71.1","71.96","344","344","344","73.4325","73.11","73.6","344","344","344","72.02250000000001","71.43","72.51"
"67440","1686","1686","1686","42.345","40.08","43.61","1686","1686","1686","49.9225","48.6","50.74","1686","1686","1686","24.487499999999997","23.48","25.41"
"67480","1687","1687","1687","42.162499999999994","40.19","42.99","1687","1687","1687","49.512499999999996","48.55","50.54","1687","1687","1687","24.7725","24.16","25.41"
"67496","572","572","572","65.0475","64.72","65.29","572","572","572","67.5325","67.37","67.95","572","572","572","61.375","61.01","61.99"
"67520","1688","1688","1688","42.345","40.08","43.68","1688","1688","1688","49.8675","48.99","50.35","1688","1688","1688","24.6","23.71","25.64"
"67560","1689","1689","1689","42.05499999999999","39.45","43.83","1689","1689","1689","50.1425","49.48","50.5","1689","1689","1689","24.8675","23.66","26.02"
"67600","1690","1690","1690","42.5325","40.45","43.99","1690","1690","1690","50.1325","49.12","50.6","1690","1690","1690","24.569999999999997","23.43","25.53"
"67614","573","573","573","65.035","64.84","65.25","573","573","573","67.58250000000001","67.4","67.75","573","573","573","61.347500000000004","60.9","62.11"
"67620","345","345","345","71.59","71.07","72.42","345","345","345","73.595","73.03","74.04","345","345","345","72.095","71.61","72.66"
"67640","1691","1691","1691","42.5175","40.03","43.98","1691","1691","1691","50.214999999999996","49.87","50.94","1691","1691","1691","24.685000000000002","23.78","25.5"
"67643","173","173","173","78.305","78.13","78.54","","","","","","","","","","","",""
"67678","247","247","247","75.235","75.02","75.73","247","247","247","76.7875","76.32","77.15","247","247","247","76.9425","76.68","77.33"
"67680","1692","1692","1692","42.4025","40.02","43.91","1692","1692","1692","50.2725","49.49","50.91","1692","1692","1692","24.415","23.84","25.11"
"67720","1693","1693","1693","42.19","39.72","43.71","1693","1693","1693","50.17999999999999","49.17","51.04","1693","1693","1693","24.584999999999997","23.99","25.58"
"67732","574","574","574","65.11","64.92","65.39","574","574","574","67.64","67.45","67.99","574","574","574","61.2325","60.78","62.23"
"67760","1694","1694","1694","42.537499999999994","40.19","44.06","1694","1694","1694","50.14750000000001","49.62","50.99","1694","1694","1694","24.229999999999997","23.41","25.91"
"67800","1695","1695","1695","42.364999999999995","39.89","43.55","1695","1695","1695","50.209999999999994","49.58","51.5","1695","1695","1695","24.3975","23.51","25.76"
"67816","346","346","346","71.6275","71.13","72.12","346","346","346","73.7075","72.98","74.17","346","346","346","72.21000000000001","71.59","72.78"
"67840","1696","1696","1696","42.267500000000005","40.1","43.59","1696","1696","1696","50.09","49.84","50.32","1696","1696","1696","24.535","23.8","25.41"
"67850","575","575","575","65.165","65.05","65.3","575","575","575","67.64","67.45","67.84","575","575","575","61.3","60.64","62.06"
"67880","1697","1697","1697","42.1025","39.5","44.23","1697","1697","1697","49.8375","49.37","50.23","1697","1697","1697","24.427500000000002","23.81","25.55"
"67920","1698","1698","1698","42.2125","39.1","44.15","1698","1698","1698","49.7275","49","50.44","1698","1698","1698","24.587500000000002","23.87","25.16"
"67952","248","248","248","75.3675","75.14","75.69","248","248","248","76.725","76.2","77.12","248","248","248","77.0675","76.73","77.37"
"67960","1699","1699","1699","42.0075","38.65","43.97","1699","1699","1699","49.875","49.02","50.43","1699","1699","1699","24.377499999999998","23.98","24.66"
"67968","576","576","576","65.17999999999999","64.94","65.36","576","576","576","67.7125","67.37","68.19","576","576","576","61.3075","60.94","61.99"
"68000","1700","1700","1700","42.23","38.76","44.26","1700","1700","1700","50.1375","49.49","50.54","1700","1700","1700","24.465","23.82","25.19"
"68012","347","347","347","71.635","71.25","71.99","347","347","347","73.74000000000001","73.33","73.93","347","347","347","72.11500000000001","71.31","72.7"
"68034","174","174","174","78.3475","78.02","78.79","","","","","","","","","","","",""
"68040","1701","1701","1701","42.04","38.18","44.1","1701","1701","1701","50.152499999999996","49.96","50.37","1701","1701","1701","24.8525","24.16","25.24"
"68080","1702","1702","1702","42.3625","39.2","44.27","1702","1702","1702","50.215","49.98","50.5","1702","1702","1702","24.86","24.2","25.54"
"68086","577","577","577","65.19","65.07","65.37","577","577","577","67.6475","67.51","67.76","577","577","577","61.239999999999995","60.71","62.12"
"68120","1703","1703","1703","42.3325","39.52","44.02","1703","1703","1703","50.4125","49.72","50.77","1703","1703","1703","24.9075","24.01","25.36"
"68160","1704","1704","1704","42.582499999999996","39.88","43.97","1704","1704","1704","50.5975","49.99","50.89","1704","1704","1704","24.977500000000003","24.47","25.27"
"68200","1705","1705","1705","42.21","39.97","43.22","1705","1705","1705","50.405","49.82","50.88","1705","1705","1705","25.09","24.58","25.54"
"68204","578","578","578","65.125","64.99","65.35","578","578","578","67.725","67.55","68.13","578","578","578","61.395","60.97","62.22"
"68208","348","348","348","71.5425","71.18","71.98","348","348","348","73.74000000000001","73.29","73.93","348","348","348","72.085","71.5","72.45"
"68226","249","249","249","75.41749999999999","75.14","75.9","249","249","249","76.82499999999999","76.35","77.36","249","249","249","77.0525","76.61","77.39"
"68240","1706","1706","1706","41.88","39.04","43.83","1706","1706","1706","50.585","50.31","50.98","1706","1706","1706","24.832500000000003","24.55","25"
"68280","1707","1707","1707","42.13249999999999","39.26","43.76","1707","1707","1707","50.83","50.37","51.49","1707","1707","1707","24.7575","24.43","25.16"
"68320","1708","1708","1708","42.144999999999996","39.14","43.49","1708","1708","1708","50.7325","50","51.34","1708","1708","1708","24.67","24.19","25.48"
"68322","579","579","579","65.2175","65.12","65.33","579","579","579","67.58500000000001","67.3","67.86","579","579","579","61.455","60.91","62.14"
"68360","1709","1709","1709","42.1","39.35","43.46","1709","1709","1709","50.572500000000005","50.18","51.14","1709","1709","1709","24.752499999999998","24.46","24.93"
"68400","1710","1710","1710","42.177499999999995","39.2","43.87","1710","1710","1710","50.65","50.26","51.07","1710","1710","1710","24.560000000000002","24.09","25.02"
"68404","349","349","349","71.5825","71.41","71.86","349","349","349","73.74","73.18","74.19","349","349","349","72.10249999999999","71.55","72.54"
"68425","175","175","175","78.445","78.27","78.54","","","","","","","","","","","",""
"68440","1145.5","580","1711","53.669999999999995","39.08","65.52","1145.5","580","1711","59.19624999999999","50.19","68.01","1145.5","580","1711","43.222500000000004","24.31","62.24"
"68480","1712","1712","1712","42.365","39.71","44.06","1712","1712","1712","50.652499999999996","50.33","51.29","1712","1712","1712","24.8475","24.14","25.13"
"68500","250","250","250","75.4","75.18","75.7","250","250","250","76.7975","76.05","77.46","250","250","250","77.1825","77.03","77.44"
"68520","1713","1713","1713","42.5425","39.69","44.47","1713","1713","1713","50.53","50.31","50.9","1713","1713","1713","24.567500000000003","23.71","25"
"68558","581","581","581","65.27","65.05","65.5","581","581","581","67.74","67.51","68.14","581","581","581","61.39","60.77","62.4"
"68560","1714","1714","1714","42.3825","39.71","43.91","1714","1714","1714","50.550000000000004","50.2","50.93","1714","1714","1714","24.55","24.08","25"
"68600","1032.5","350","1715","57.09125","39.75","72.24","1032.5","350","1715","62.17249999999999","49.6","74.37","1032.5","350","1715","48.36125","24.17","72.52"
"68640","1716","1716","1716","42.522499999999994","40.08","44.62","1716","1716","1716","50.4425","49.94","50.84","1716","1716","1716","24.794999999999998","24.29","25.66"
"68676","582","582","582","65.3125","65.24","65.42","582","582","582","67.805","67.68","68.03","582","582","582","61.37","60.9","62.15"
"68680","1717","1717","1717","42.602500000000006","39.8","44.52","1717","1717","1717","50.212500000000006","48.95","51.05","1717","1717","1717","24.49","23.89","25.16"
"68720","1718","1718","1718","42.2175","39.38","44.25","1718","1718","1718","50.275","49.84","50.87","1718","1718","1718","24.637500000000003","24.12","25.28"
"68760","1719","1719","1719","42.5575","39.57","44.55","1719","1719","1719","50.075","49.73","50.61","1719","1719","1719","24.557499999999997","23.63","25.29"
"68774","251","251","251","75.42250000000001","75.29","75.78","251","251","251","76.76","76.29","77.31","251","251","251","77.08","76.64","77.43"
"68794","583","583","583","65.24249999999999","65.05","65.69","583","583","583","67.735","67.37","68.14","583","583","583","61.334999999999994","60.89","62.36"
"68796","351","351","351","71.73750000000001","71.44","72.12","351","351","351","73.68","73.13","74.09","351","351","351","72.0575","71.28","72.59"
"68800","1720","1720","1720","42.59","39.55","44.3","1720","1720","1720","50.03","49.12","50.78","1720","1720","1720","24.3825","23.17","25.29"
"68816","176","176","176","78.3975","78.08","78.66","","","","","","","","","","","",""
"68840","1721","1721","1721","42.7525","39.94","44.35","1721","1721","1721","50.222500000000004","49.14","50.7","1721","1721","1721","24.335","23.56","25.11"
"68880","1722","1722","1722","42.8","39.6","44.34","1722","1722","1722","50.4175","49.34","50.98","1722","1722","1722","24.314999999999998","23.64","25.24"
"68912","584","584","584","65.225","64.92","65.5","584","584","584","67.8075","67.58","68.31","584","584","584","61.2425","60.8","62.07"
"68920","1723","1723","1723","42.4075","39.32","43.92","1723","1723","1723","50.4575","48.97","51.28","1723","1723","1723","24.7275","24.16","25.11"
"68960","1724","1724","1724","42.65","39.96","44.1","1724","1724","1724","50.6875","49.63","51.42","1724","1724","1724","24.3","23.3","24.79"
"68992","352","352","352","71.71","71.3","72.14","352","352","352","73.8375","73.24","74.36","352","352","352","72.0675","71.59","72.45"
"69000","1725","1725","1725","42.472500000000004","39.74","44.42","1725","1725","1725","50.52","49.86","51.33","1725","1725","1725","24.5425","23.56","25.41"
"69030","585","585","585","65.235","64.71","65.46","585","585","585","67.99","67.71","68.33","585","585","585","61.45","60.99","62.07"
"69040","1726","1726","1726","42.472500000000004","39.53","44.51","1726","1726","1726","50.19","49.39","50.68","1726","1726","1726","24.64","23.76","25.57"
"69048","252","252","252","75.4575","75.18","75.77","252","252","252","76.77499999999999","76.18","77.21","252","252","252","77.1275","76.8","77.46"
"69080","1727","1727","1727","42.7275","39.4","44.74","1727","1727","1727","50.3725","49.4","50.94","1727","1727","1727","24.709999999999997","24.22","25.45"
"69120","1728","1728","1728","42.669999999999995","39.54","44.6","1728","1728","1728","50.529999999999994","49.75","51.26","1728","1728","1728","24.712500000000002","24.01","25.2"
"69148","586","586","586","65.2225","64.83","65.55","586","586","586","67.875","67.6","68.38","586","586","586","61.56","61.03","62.27"
"69160","1729","1729","1729","42.77","39.52","44.53","1729","1729","1729","50.2825","49.48","50.85","1729","1729","1729","24.689999999999998","24.15","25.21"
"69188","353","353","353","71.835","71.48","72.39","353","353","353","73.68","73.16","74.05","353","353","353","71.9725","71.37","72.32"
"69200","1730","1730","1730","42.745000000000005","39.61","44.63","1730","1730","1730","50.38","49.41","50.78","1730","1730","1730","24.677500000000002","24.06","25.63"
"69207","177","177","177","78.345","78.02","78.66","","","","","","","","","","","",""
"69240","1731","1731","1731","42.785000000000004","39.71","44.43","1731","1731","1731","50.58","49.84","51.05","1731","1731","1731","24.4775","23.71","25.24"
"69266","587","587","587","65.25","65","65.6","587","587","587","67.705","67.44","67.96","587","587","587","61.5625","61","62.15"
"69280","1732","1732","1732","42.8125","39.68","44.46","1732","1732","1732","50.852500000000006","50.2","51.17","1732","1732","1732","24.7875","24.23","25.47"
"69320","1733","1733","1733","42.6525","39.81","44.4","1733","1733","1733","50.644999999999996","50.03","51.22","1733","1733","1733","24.634999999999998","24.08","25.44"
"69322","253","253","253","75.41499999999999","75.2","75.83","253","253","253","76.6525","76.23","77.05","253","253","253","77.11250000000001","76.91","77.4"
"69360","1734","1734","1734","42.580000000000005","40.09","44.76","1734","1734","1734","50.825","50.48","51.2","1734","1734","1734","24.455000000000002","24.24","24.78"
"69384","471","354","588","68.52875","65.19","72.15","471","354","588","70.83","67.58","74.13","471","354","588","66.75750000000001","60.95","72.64"
"69400","1735","1735","1735","42.425000000000004","39.72","44.53","1735","1735","1735","50.465","49.78","51","1735","1735","1735","24.69","24.53","24.86"
"69440","1736","1736","1736","42.487500000000004","39.52","44.1","1736","1736","1736","50.6425","50.19","51.2","1736","1736","1736","24.919999999999998","24.36","25.49"
"69480","1737","1737","1737","42.589999999999996","40.04","43.96","1737","1737","1737","50.81","49.91","51.49","1737","1737","1737","25.015","24.28","25.7"
"69502","589","589","589","65.3775","65.23","65.7","589","589","589","67.895","67.67","68.07","589","589","589","61.597500000000004","60.96","62.55"
"69520","1738","1738","1738","42.7675","39.95","44.47","1738","1738","1738","50.8625","50.47","51.55","1738","1738","1738","25.1025","24.66","25.59"
"69560","1739","1739","1739","42.66","40.5","44.32","1739","1739","1739","50.6425","49.55","51.82","1739","1739","1739","24.814999999999998","23.74","25.57"
"69580","355","355","355","71.825","71.49","72.12","355","355","355","73.795","73.27","74.03","355","355","355","72.0975","71.69","72.52"
"69596","254","254","254","75.445","75.17","75.78","254","254","254","76.7625","76.19","77.31","254","254","254","77.125","77","77.41"
"69598","178","178","178","78.3475","78.18","78.72","","","","","","","","","","","",""
"69600","1740","1740","1740","42.6925","40.28","44.24","1740","1740","1740","50.887499999999996","50.54","51.54","1740","1740","1740","24.65","24.06","25.51"
"69620","590","590","590","65.3375","65.22","65.43","590","590","590","67.8425","67.67","68.07","590","590","590","61.555","61.01","62.29"
"69640","1741","1741","1741","42.38","39.4","43.94","1741","1741","1741","50.8175","50.03","51.49","1741","1741","1741","24.7275","24.06","25.72"
"69680","1742","1742","1742","42.7125","40.02","44.22","1742","1742","1742","50.665","49.81","51.26","1742","1742","1742","24.7575","24.15","25.4"
"69720","1743","1743","1743","42.44","39.5","44.17","1743","1743","1743","50.885","50.25","51.26","1743","1743","1743","24.677500000000002","24.18","25.16"
"69738","591","591","591","65.2825","65.14","65.45","591","591","591","67.73249999999999","67.63","67.91","591","591","591","61.589999999999996","61.01","62.34"
"69760","1744","1744","1744","42.515","39.19","44.27","1744","1744","1744","50.7225","50.17","51.05","1744","1744","1744","24.9075","24.18","25.66"
"69776","356","356","356","71.8075","71.41","72.19","356","356","356","73.7325","73.16","74.01","356","356","356","72.11749999999999","71.55","72.63"
"69800","1745","1745","1745","42.510000000000005","39.17","44.17","1745","1745","1745","50.9","50.43","51.38","1745","1745","1745","24.89","24.13","25.49"
"69840","1746","1746","1746","42.5025","38.95","44.07","1746","1746","1746","50.7475","50.25","51.27","1746","1746","1746","25.0075","24.38","25.67"
"69856","592","592","592","65.315","65.2","65.44","592","592","592","67.91499999999999","67.5","68.46","592","592","592","61.545","60.96","62.29"
"69870","255","255","255","75.415","75.1","75.73","255","255","255","76.8425","76.37","77.19","255","255","255","77.075","76.98","77.27"
"69880","1747","1747","1747","42.5975","39.23","44.33","1747","1747","1747","50.88249999999999","50.61","51.22","1747","1747","1747","24.9675","24.58","25.96"
"69920","1748","1748","1748","42.67","39.65","44.69","1748","1748","1748","50.725","50.32","51.18","1748","1748","1748","24.865000000000002","24.12","26.02"
"69960","1749","1749","1749","42.642500000000005","39.96","44.27","1749","1749","1749","50.714999999999996","50.35","51.13","1749","1749","1749","24.752499999999998","24.11","26.2"
"69972","357","357","357","71.7475","71.34","72.26","357","357","357","73.7925","73.17","74.12","357","357","357","72.1625","71.46","72.77"
"69974","593","593","593","65.17999999999999","64.91","65.48","593","593","593","67.785","67.56","68.18","593","593","593","61.58","61.04","62.14"
"69989","179","179","179","78.4075","78.22","78.61","","","","","","","","","","","",""
"70000","1750","1750","1750","42.58","39.69","43.96","1750","1750","1750","50.8025","50.38","51.16","1750","1750","1750","24.5575","23.4","25.35"
"70040","1751","1751","1751","42.495","39.51","43.9","1751","1751","1751","50.7925","50.33","51.07","1751","1751","1751","24.709999999999997","24.38","25.24"
"70080","1752","1752","1752","42.4375","39.76","43.78","1752","1752","1752","50.825","50.45","51.27","1752","1752","1752","24.770000000000003","24.31","25.05"
"70092","594","594","594","65.32000000000001","65.2","65.48","594","594","594","67.84","67.37","68.19","594","594","594","61.56","60.9","62.19"
"70120","1753","1753","1753","42.5275","39.82","43.83","1753","1753","1753","51.03","50.04","51.5","1753","1753","1753","24.869999999999997","24.42","25.16"
"70144","256","256","256","75.47749999999999","75.18","75.84","256","256","256","76.865","76.3","77.37","256","256","256","77.1425","76.87","77.57"
"70160","1754","1754","1754","42.5475","39.73","43.71","1754","1754","1754","50.5525","49.53","51.11","1754","1754","1754","24.8475","24.53","25.46"
"70168","358","358","358","71.795","71.3","72.19","358","358","358","73.735","73.19","74.08","358","358","358","72.0975","71.55","72.6"
"70200","1755","1755","1755","42.395","39.4","44.19","1755","1755","1755","50.1125","49.47","50.43","1755","1755","1755","24.9925","24.57","25.71"
"70210","595","595","595","65.275","65.09","65.46","595","595","595","67.85","67.71","68.09","595","595","595","61.504999999999995","60.89","62.23"
"70240","1756","1756","1756","42.5325","39.46","44.29","1756","1756","1756","50.300000000000004","50.09","50.65","1756","1756","1756","25.2525","24.85","25.56"
"70280","1757","1757","1757","42.5475","39.55","44.1","1757","1757","1757","50.24","49.54","50.62","1757","1757","1757","25.0875","24.54","25.51"
"70320","1758","1758","1758","42.4525","39.34","44.03","1758","1758","1758","50.480000000000004","50.09","50.77","1758","1758","1758","24.9075","24.35","25.39"
"70328","596","596","596","65.3425","65.11","65.53","596","596","596","67.86500000000001","67.68","68.03","596","596","596","61.5225","60.96","62.29"
"70360","1759","1759","1759","42.364999999999995","39.45","44.23","1759","1759","1759","50.3825","49.81","51.01","1759","1759","1759","24.9225","24.73","25.3"
"70364","359","359","359","71.6875","71.41","72.02","359","359","359","73.7225","73.25","74.03","359","359","359","72.19","71.53","72.68"
"70380","180","180","180","78.41499999999999","78.32","78.56","","","","","","","","","","","",""
"70400","1760","1760","1760","42.625","40","44.37","1760","1760","1760","50.405","50.18","50.61","1760","1760","1760","25.0825","24.74","25.4"
"70418","257","257","257","75.3925","75.14","75.85","257","257","257","76.80499999999999","76.38","77.39","257","257","257","77.16","76.81","77.49"
"70440","1761","1761","1761","42.795","40.28","44.75","1761","1761","1761","50.63","50.4","50.9","1761","1761","1761","24.8075","24.45","25.11"
"70446","597","597","597","65.34","65.26","65.43","597","597","597","68.0575","67.99","68.2","597","597","597","61.660000000000004","61.15","62.36"
"70480","1762","1762","1762","42.419999999999995","40.1","44.14","1762","1762","1762","50.599999999999994","50.23","51.07","1762","1762","1762","24.722499999999997","24.02","25.2"
"70520","1763","1763","1763","42.59","40.5","44.59","1763","1763","1763","50.3975","49.99","50.8","1763","1763","1763","24.834999999999997","24.47","25.3"
"70560","1062","360","1764","57.08625","40.43","72.02","1062","360","1764","62.09249999999999","50.34","73.96","1062","360","1764","48.50750000000001","24.23","72.67"
"70564","598","598","598","65.405","65.25","65.66","598","598","598","67.97500000000001","67.7","68.4","598","598","598","61.59","61.08","62.22"
"70600","1765","1765","1765","42.4","40","43.71","1765","1765","1765","50.4575","50.21","50.83","1765","1765","1765","24.525","23.84","25.41"
"70640","1766","1766","1766","42.769999999999996","40","44.21","1766","1766","1766","50.480000000000004","50.39","50.58","1766","1766","1766","24.6575","23.87","25.47"
"70680","1767","1767","1767","42.44749999999999","39.39","43.86","1767","1767","1767","50.5975","50.21","51.08","1767","1767","1767","24.5825","23.6","25.22"
"70682","599","599","599","65.345","65.22","65.47","599","599","599","67.94","67.6","68.5","599","599","599","61.607499999999995","60.98","62.31"
"70692","258","258","258","75.4775","75.11","75.92","258","258","258","76.755","76.32","77.16","258","258","258","77.14","76.87","77.49"
"70720","1768","1768","1768","42.46","40.29","43.67","1768","1768","1768","50.42","50.27","50.68","1768","1768","1768","24.59","23.89","25.27"
"70756","361","361","361","71.765","71.23","72.2","361","361","361","73.78999999999999","73.28","74.16","361","361","361","72.1125","71.48","72.65"
"70760","1769","1769","1769","42.44","40.37","43.55","1769","1769","1769","50.61","50.11","50.95","1769","1769","1769","24.58","23.65","25.35"
"70771","181","181","181","78.57000000000001","78.23","78.81","","","","","","","","","","","",""
"70800","1185","600","1770","53.97624999999999","40.62","65.68","1185","600","1770","59.0875","49.37","68.39","1185","600","1770","43.128750000000004","24.13","62"
"70840","1771","1771","1771","42.505","40.65","43.75","1771","1771","1771","50.515","50.22","50.69","1771","1771","1771","24.770000000000003","24.35","25.13"
"70880","1772","1772","1772","42.807500000000005","40.74","44.1","1772","1772","1772","50.662499999999994","49.97","51.2","1772","1772","1772","24.505000000000003","24.11","24.92"
"70918","601","601","601","65.325","65.11","65.54","601","601","601","68.0375","67.78","68.62","601","601","601","61.605","61.14","62.29"
"70920","1773","1773","1773","42.87","40.97","43.95","1773","1773","1773","50.8025","50.27","51.5","1773","1773","1773","24.944999999999997","24.46","25.46"
"70952","362","362","362","71.8075","71.5","72.18","362","362","362","73.735","73.05","74.07","362","362","362","72.0575","71.36","72.59"
"70960","1774","1774","1774","42.97","40.88","44.19","1774","1774","1774","50.722500000000004","50.34","50.93","1774","1774","1774","24.685000000000002","24.3","25.16"
"70966","259","259","259","75.455","75.2","75.94","259","259","259","76.855","76.44","77.36","259","259","259","77.225","76.95","77.51"
"71000","1775","1775","1775","43.025","40.91","44.09","1775","1775","1775","50.595","50.03","51.3","1775","1775","1775","24.855","24.37","25.52"
"71036","602","602","602","65.43","65.22","65.74","602","602","602","67.9275","67.7","68.47","602","602","602","61.63","61.16","62.21"
"71040","1776","1776","1776","42.81999999999999","40.3","44.12","1776","1776","1776","50.6025","50.06","51.25","1776","1776","1776","24.65","24.21","24.96"
"71080","1777","1777","1777","42.544999999999995","39.72","44.18","1777","1777","1777","50.67250000000001","50.09","51.45","1777","1777","1777","24.847500000000004","24.4","25.21"
"71120","1778","1778","1778","42.625","40.11","44.17","1778","1778","1778","50.682500000000005","50.3","51.47","1778","1778","1778","24.87","24.37","25.39"
